model_style,G0_nm,rho0,heating_rate_C_min,t_h,T_C,rho,G_nm,rho_dot,dGdt_nm_s,connected_coverage,activity,E_G
connectivity,75.0,0.7,5.0,3.39999999999908,1044.999999999724,0.7000014708193791,75.00032933309484,7.254962751997648e-09,1.6522960315608895e-06,0.3510871271085559,0.2229374233610743,0.3293142302019188
connectivity,75.0,0.7,5.0,3.4266666666656986,1052.9999999997094,0.7000022916242021,75.0005172074793,1.1007503310103762e-08,2.538937762977267e-06,0.3510754987702502,0.2372512796953238,0.3251629297335456
connectivity,75.0,0.7,5.0,3.4533333333323166,1060.9999999996949,0.70000352977116,75.00080446503033,1.6460149098916277e-08,3.8530968772610666e-06,0.3510645918860842,0.25200377752444086,0.3203979716468
connectivity,75.0,0.7,5.0,3.479999999998935,1068.9999999996803,0.7000053695840514,75.00123802331109,2.4227483243352537e-08,5.7677604488450955e-06,0.35105443969275957,0.2671663248409549,0.3150427715499712
connectivity,75.0,0.7,5.0,3.506666666665553,1076.9999999996658,0.7000080592391684,75.00188316380105,3.505815637834945e-08,8.506008975333495e-06,0.35104505444246786,0.2827072075788564,0.30912590807889906
connectivity,75.0,0.7,5.0,3.533333333332171,1084.9999999996512,0.7000119233504531,75.00282854013085,4.9823744612890185e-08,1.2346079343822577e-05,0.351036426512464,0.2985918556291381,0.30268084874228984
connectivity,75.0,0.7,5.0,3.5599999999987895,1092.9999999996367,0.7000173739345594,75.00419158781857,6.94926634296302e-08,1.762406998133066e-05,0.3510285280705973,0.31478316195979394,0.2957455938012702
connectivity,75.0,0.7,5.0,3.5866666666654075,1100.999999999622,0.70002491843615,75.00612411945924,9.509341369228109e-08,2.473482058621986e-05,0.35102132295961735,0.33124185134471323,0.28836224485573964
connectivity,75.0,0.7,5.0,3.613333333332026,1108.9999999996076,0.7000351640811614,75.00881798349573,1.276760199130607e-07,3.4132677464570544e-05,0.3510147838104157,0.34792689328415777,0.28057650468401196
connectivity,75.0,0.7,5.0,3.639999999998644,1116.999999999593,0.7000488187699646,75.01251086269254,1.682823247055347e-07,4.633465486820662e-05,0.35100891644563015,0.36479595137794735,0.27243711528398096
connectivity,75.0,0.7,5.0,3.666666666665262,1124.9999999995784,0.700066689692827,75.01749253534155,2.1793346302596644e-07,6.19284717202292e-05,0.351003790764047,0.3818058591470052,0.2639952429249301
connectivity,75.0,0.7,5.0,3.6933333333318803,1132.999999999564,0.7000896814642774,75.02411213386051,2.776372771999184e-07,8.158706758495717e-05,0.35099957688650474,0.39891311069028496,0.25530382245319094
connectivity,75.0,0.7,5.0,3.7199999999984983,1140.9999999995493,0.7001187956119268,75.03278704444864,3.4841236956228943e-07,0.00010608993760764687,0.3509965855687663,0.41607435404223947,0.24641687721319466
connectivity,75.0,0.7,5.0,3.7466666666651163,1148.9999999995348,0.7001551327754937,75.04401408289228,4.3132161711589514e-07,0.00013635058110289658,0.3509953126226882,0.4332468757024434,0.2373888343363539
connectivity,75.0,0.7,5.0,3.7733333333317347,1156.9999999995202,0.7001998982374129,75.05838349268845,5.275073707125085e-07,0.00017344890521149212,0.3509964880164466,0.45038906622376373,0.22827385666044483
connectivity,75.0,0.7,5.0,3.7999999999983527,1164.9999999995057,0.7002544107163394,75.07659620146138,6.382225102919986e-07,0.00021866755222475846,0.3510011311278749,0.4674608585044677,0.2191252117855381
connectivity,75.0,0.7,5.0,3.826666666664971,1172.9999999994911,0.700320113899674,75.09948468735637,7.648544723219908e-07,0.0002735315595805573,0.35101061411783685,0.4844241321460005,0.20999469611580518
connectivity,75.0,0.7,5.0,3.853333333331589,1180.9999999994766,0.7003985900144127,75.12803776748218,9.089419834037589e-07,0.0003398512142373123,0.35102673554380875,0.501243078703403,0.20093212793385548
connectivity,75.0,0.7,5.0,3.879999999998207,1188.999999999462,0.7004915747782641,75.16342961872775,1.0721859161908605e-06,0.00041976823449258014,0.3510518062111052,0.5178845238123503,0.19198491936203757
connectivity,75.0,0.7,5.0,3.9066666666648255,1196.9999999994475,0.7006009732421015,75.20705335676628,1.2564564384990762e-06,0.0005158054351826666,0.35108874894001374,0.5343182030417845,0.1831977330312319
connectivity,75.0,0.7,5.0,3.9333333333314435,1204.999999999433,0.7007288762512849,75.26055950794527,1.463798757472895e-06,0.0006309198170181032,0.35114121345824484,0.5505169889152682,0.17461222571058366
connectivity,75.0,0.7,5.0,3.953333333331407,1210.999999999422,0.7008383187780688,75.30833580145925,1.6357788193482157e-06,0.0007318286629184152,0.3511934231363113,0.562497475265041,0.1683287179995614
connectivity,75.0,0.7,5.0,3.9799999999980256,1218.9999999994075,0.7010042558503309,75.38404093357798,1.8889690853445518e-06,0.0008889505207721238,0.3512844941689752,0.5782299576173886,0.16018678151872057
connectivity,75.0,0.7,5.0,4.0066666666646436,1226.999999999393,0.7011955469650969,75.47587086627014,2.171821406318402e-06,0.0010759832224050449,0.3514059928087244,0.5936703657921446,0.15234448697210498
connectivity,75.0,0.7,5.0,4.033333333331262,1234.9999999993784,0.7014151383050042,75.58687530478262,2.487123227060456e-06,0.0012980190601879944,0.3515655789577461,0.6088044585099178,0.14483136573065403
connectivity,75.0,0.7,5.0,4.0599999999978795,1242.9999999993638,0.7016662522087137,75.72061760325917,2.837906053880826e-06,0.0015608485145522535,0.35177238174709285,0.6236214692938395,0.13767383387716342
connectivity,75.0,0.7,5.0,4.086666666664498,1250.9999999993493,0.7019524117849734,75.88124332381675,3.2274805196413333e-06,0.0018710000089398385,0.3520371786964771,0.6381139999776978,0.1308953679655794
connectivity,75.0,0.7,5.0,4.113333333331116,1258.9999999993347,0.7022774692897436,76.07355205185716,3.659482903182341e-06,0.0022357626160213005,0.35237256735416794,0.6522778403964566,0.12451673586596503
connectivity,75.0,0.7,5.0,4.139999999997734,1266.9999999993202,0.7026456394413094,76.30307055856215,4.137935204076328e-06,0.002663183847298687,0.35279311661860857,0.6661117065235675,0.1185562769778932
connectivity,75.0,0.7,5.0,4.166666666664352,1274.9999999993056,0.7030615390502353,76.57612459603172,4.6673208499529204e-06,0.003162033317511061,0.35331548084846026,0.6796168886867302,0.11303022677097432
connectivity,75.0,0.7,5.0,4.193333333330971,1282.999999999291,0.7035302345345652,76.89990568877604,5.252677902519874e-06,0.0037417221514596754,0.3539584553438901,0.6927968020355852,0.10795308121949138
connectivity,75.0,0.7,5.0,4.219999999997589,1290.9999999992765,0.7040572990546161,77.28252830089669,5.8997111371326755e-06,0.004412167898078584,0.354742947149732,0.7056564339166763,0.10333799697901945
connectivity,75.0,0.7,5.0,4.246666666664207,1298.999999999262,0.7046488811054131,77.73307180807588,6.614923492353859e-06,0.00518359595543602,0.3556918309272152,0.7182016881000016,0.09919722278832951
connectivity,75.0,0.7,5.0,4.273333333330825,1306.9999999992474,0.7053117864068736,78.26160093735986,7.405766000417589e-06,0.006066271685272222,0.3568296566551474,0.7304386347108562,0.09554255619102561
connectivity,75.0,0.7,5.0,4.299999999997444,1314.9999999992328,0.706053574778988,78.87915796270337,8.28080328827688e-06,0.007070163073650458,0.35818217519798906,0.7423726877392416,0.09238581682343218
connectivity,75.0,0.7,5.0,4.326666666664061,1322.9999999992183,0.7068826733157648,79.5977202161092,9.24988895334216e-06,0.008204542339867985,0.35977565054893335,0.7540077488948276,0.08973932273595353
connectivity,75.0,0.7,5.0,4.35333333333068,1330.9999999992037,0.7078085064999575,80.43011766962191,1.0324341454408237e-05,0.009477546224712061,0.3616359350728365,0.7653453759319672,0.0876163490370777
connectivity,75.0,0.7,5.0,4.379999999997298,1338.9999999991892,0.7088416428431706,81.38990770682067,1.1517106542459891e-05,0.010895727988289373,0.363787297318581,0.7763840523923335,0.08603153819073991
connectivity,75.0,0.7,5.0,4.406666666663916,1346.9999999991746,0.7099939561008519,82.49120786694296,1.284288669276875e-05,0.012463647648210657,0.36625101125202497,0.78711864935109,0.08500121839828158
connectivity,75.0,0.7,5.0,4.433333333330534,1354.99999999916,0.7112787970117667,83.74849223714554,1.4318211631810144e-05,0.014183557929055877,0.3690437402630255,0.7975401724247931,0.08454357092164944
connectivity,75.0,0.7,5.0,4.4599999999971525,1362.9999999991455,0.7127111687806407,85.1763629216497,1.5961417241784416e-05,0.016055248322875297,0.37217577671338886,0.8076358734409339,0.08467856992240096
connectivity,75.0,0.7,5.0,4.48666666666377,1370.999999999131,0.7143078961397697,86.7893139269803,1.7792493545076222e-05,0.018076105178877692,0.37564922421417735,0.8173897725238982,0.08542760138571329
connectivity,75.0,0.7,5.0,4.513333333330388,1378.9999999991164,0.7160877738477175,88.60150987312106,1.9832757178637368e-05,0.020241429622332458,0.3794562301060569,0.8267835842582327,0.0868126542324615
connectivity,75.0,0.7,5.0,4.539999999997007,1386.9999999991019,0.7180716760836265,90.62660503811601,2.2104301201437442e-05,0.022545027516925477,0.38357738426466254,0.8357979784484175,0.08885497137328005
connectivity,75.0,0.7,5.0,4.566666666663625,1394.9999999990873,0.7202826036948538,92.8776283645962,2.4629176890005753e-05,0.02498005003977763,0.38798039281009317,0.8444140447933304,0.09157305667816103
connectivity,75.0,0.7,5.0,4.593333333330243,1402.9999999990728,0.7227456421304383,95.3669566438629,2.742826984255464e-05,0.027540026336461385,0.3926191093189225,0.852614787113408,0.09497996076452477
connectivity,75.0,0.7,5.0,4.613333333330207,1408.9999999990619,0.7247745514134175,97.39745678776754,2.971868019390342e-05,0.029538938340697842,0.39621694249703365,0.8584843654140267,0.09799011178364543
connectivity,75.0,0.7,5.0,4.639999999996824,1416.9999999990473,0.7277447576992493,100.33197203470216,3.303903439705158e-05,0.03230721098667795,0.4011136032682922,0.8659277552486014,0.10260469331584973
connectivity,75.0,0.7,5.0,4.666666666663443,1424.9999999990328,0.7310449302112395,103.53648344179851,3.6671988008403717e-05,0.03519381745370592,0.4060442822994053,0.8729286561356264,0.10788510465522437
connectivity,75.0,0.7,5.0,4.693333333330061,1432.9999999990182,0.7347051832814586,107.02248596307908,4.0618472295561055e-05,0.038203499126793675,0.410908557020239,0.8794861878404072,0.11378774144917547
connectivity,75.0,0.7,5.0,4.7195198497826985,1440.8559549348095,0.7386797034184787,110.73203718470714,4.4789562644890525e-05,0.041287810487706404,0.4155104110631127,0.8854980479595721,0.12012357782347259
connectivity,75.0,0.7,5.0,4.743520168621712,1448.0560505865135,0.7426797034184787,114.39407401637597,4.885109316357451e-05,0.0442376581691638,0.41947255024316626,0.8906425294179622,0.12632394657432772
connectivity,75.0,0.7,5.0,4.765850522434582,1450.0,0.7466797034184787,117.96076914579135,5.036250915267394e-05,0.04318716035435198,0.42271742318799754,0.8923968212027601,0.13755941041311642
connectivity,75.0,0.7,5.0,4.7878562958065976,1450.0,0.7506797034184787,121.31381013830746,5.065439726124351e-05,0.04097189174338599,0.42495519662606823,0.8927890612549204,0.14998277283627948
connectivity,75.0,0.7,5.0,4.809774695575282,1450.0,0.7546797034184787,124.48998620666643,5.0713512297394624e-05,0.039118706770283354,0.4263182317916134,0.8929948011919449,0.16138888444007052
connectivity,75.0,0.7,5.0,4.831700193587397,1450.0,0.7586797034184787,127.52958922495128,5.057800650986067e-05,0.037545900281301316,0.42693280030449277,0.8930516398745832,0.1717948523192499
connectivity,75.0,0.7,5.0,4.853712539409079,1450.0,0.7626797034184788,130.4634976836929,5.0275976151750234e-05,0.03619615766958916,0.42688815750913434,0.8929857412800295,0.1812120435017907
connectivity,75.0,0.7,5.0,4.875882202747121,1450.0,0.7666797034184787,133.31629047557604,4.982840761971027e-05,0.03502803065507855,0.42624771825936664,0.8928159356564719,0.18964635864281948
connectivity,75.0,0.7,5.0,4.898274139354435,1450.0,0.7706797034184788,136.10824051783717,4.925107791669473e-05,0.03401080544298868,0.42505601386294045,0.8925561672579039,0.197098465371103
connectivity,75.0,0.7,5.0,4.920950594179446,1450.0,0.7746797034184788,138.8566569506676,4.855582567212156e-05,0.033121276565732057,0.4233431857712003,0.8922170289688122,0.20356400258092475
connectivity,75.0,0.7,5.0,4.943973359019434,1450.0,0.7786797034184788,141.5768346144201,4.775142920983354e-05,0.03234164406278048,0.42112797948773845,0.8918067678314466,0.20903378265865372
connectivity,75.0,0.7,5.0,4.967405748810969,1450.0,0.7826797034184788,144.28276192088805,4.684423324121305e-05,0.0316580997741745,0.4184197985664395,0.8913319723106152,0.2134940315534062
connectivity,75.0,0.7,5.0,4.991314480412352,1450.0,0.7866797034184788,146.98768042143575,4.5838613384685706e-05,0.031059850393313427,0.4152201628806517,0.8907980630024467,0.21692671953759401
connectivity,75.0,0.7,5.0,5.015771597564688,1450.0,0.7906797034184788,149.70455727969082,4.4737337895450906e-05,0.030538424364550024,0.4115237962224734,0.8902096604302162,0.2193100496463383
connectivity,75.0,0.7,5.0,5.040856569977588,1450.0,0.7946797034184788,152.44651384906228,4.354186873101862e-05,0.030087166071955305,0.40731950150485047,0.8895708766836944,0.22061918622187815
connectivity,75.0,0.7,5.0,5.066658695851077,1450.0,0.7986797034184788,155.22724376907527,4.2252634096741126e-05,0.02970085350417181,0.40259094474295914,0.8888855622330221,0.22082732174343495
connectivity,75.0,0.7,5.0,5.0932799528538535,1450.0,0.8026797034184788,158.06144940160254,4.0869298945058545e-05,0.029375394738942358,0.3973174492661574,0.888157530312344,0.21990719391830454
connectivity,75.0,0.7,5.0,5.120838472790298,1450.0,0.8066797034184787,160.96532448762792,3.939105672133557e-05,0.02910756953784934,0.3914748919646096,0.8873907761720883,0.21783317287331375
connectivity,75.0,0.7,5.0,5.149472862428603,1450.0,0.8106797034184787,163.95711291352083,3.781696366398374e-05,0.02889478803549895,0.3850367888609569,0.8865897057693427,0.21458403411316906
connectivity,75.0,0.7,5.0,5.179347662192865,1450.0,0.8146797034184788,167.05777824618625,3.614633505356781e-05,0.028734840647373822,0.3779756538625246,0.8857593872358652,0.21014650820216615
connectivity,75.0,0.7,5.0,5.210660333619192,1450.0,0.8186797034184787,170.29182639755973,3.437921978685108e-05,0.028625612991799103,0.37026470818676543,0.8849058381579841,0.20451964222751284
connectivity,75.0,0.7,5.0,5.235230581376392,1450.0,0.8216797034184787,172.82218018978344,3.299130711614113e-05,0.028575574260362075,0.3640404783098272,0.8842547655406535,0.19952808546112427
connectivity,75.0,0.7,5.0,5.269667485093751,1450.0,0.8256797034184787,176.36309196569053,3.105972684587595e-05,0.02854901178963078,0.35513788317319295,0.8833791327109823,0.1918731724415772
connectivity,75.0,0.7,5.0,5.306339419758792,1450.0,0.8296797034184787,180.1324748074492,2.9040495921254108e-05,0.028564651915795217,0.34553443582471705,0.8825046874436642,0.18313321007207892
connectivity,75.0,0.7,5.0,5.345674565713816,1450.0,0.8336797034184789,184.17985897016013,2.6942111536985682e-05,0.028616761562030083,0.3352285626219973,0.8816445530995358,0.17340167204050072
connectivity,75.0,0.7,5.0,5.38821179925932,1450.0,0.8376797034184787,188.56646856617834,2.477708646159919e-05,0.028696973955679966,0.3242332188443891,0.8808150421272231,0.1628090718776945
connectivity,75.0,0.7,5.0,5.434636179189877,1450.0,0.8416797034184788,193.36856695283475,2.2562600719978388e-05,0.02879327515689209,0.31257948647764977,0.8800363583688869,0.15152488711958478
connectivity,75.0,0.7,5.0,5.485827575601796,1450.0,0.8456797034184788,198.68175904198023,2.032091220964823e-05,0.028888871316230986,0.30031982101167837,0.87933335150631,0.13975605135124075
connectivity,75.0,0.7,5.0,5.54292790493529,1450.0,0.8496797034184786,204.62648871566836,1.8079355907329488e-05,0.02896105831643336,0.28753045068687433,0.8787362612988774,0.12774101958347617
connectivity,75.0,0.7,5.0,5.60743489548041,1450.0,0.8536797034184787,211.35498796438557,1.5869749508491638e-05,0.028980325142356426,0.27431233084974976,0.8782813379656704,0.11573889181328675
connectivity,75.0,0.7,5.0,5.6813339621058345,1450.0,0.8576797034184787,219.059924524922,1.3727056474861135e-05,0.028910056889222296,0.260790020917186,0.8780111572740869,0.10401390653968078
connectivity,75.0,0.7,5.0,5.76590308710163,1450.0,0.8616190676738766,227.84175815265945,1.171754985339105e-05,0.028710699370434942,0.2473180639960327,0.877973866757919,0.09298788320660854
connectivity,75.0,0.7,5.0,5.855775086288888,1450.0,0.8651930160047416,237.0930471791076,1.0009838535772553e-05,0.028376056392399512,0.23510023194051746,0.8781841639972164,0.08363611515985168
connectivity,75.0,0.7,5.0,5.950562873681175,1450.0,0.8684170215923018,246.71997563769852,8.581637194251237e-06,0.027919894041307517,0.224181037754424,0.8786080361424986,0.07583342960989545
connectivity,75.0,0.7,5.0,6.050969470656004,1450.0,0.8713488769221751,256.7377959956914,7.385839077554514e-06,0.02735941634126782,0.2144054062723869,0.879211516629855,0.06930791295755859
connectivity,75.0,0.7,5.0,6.157744317912691,1450.0,0.8740360032774318,267.16238003167837,6.381571075367451e-06,0.026712941510442283,0.20562338208817077,0.8799648135974869,0.06382358588888541
connectivity,75.0,0.7,5.0,6.2716862960598405,1450.0,0.8765169910669679,278.0102439821084,5.534663832285101e-06,0.025998067300773253,0.1976990853003683,0.8808423899921819,0.059184908807693073
connectivity,75.0,0.7,5.0,6.393649825171719,1450.0,0.878823185169833,289.29857470886043,4.817127818144726e-06,0.025230755490984524,0.19051362437164843,0.8818225892406262,0.05523370921166549
connectivity,75.0,0.7,5.0,6.5245528946079165,1450.0,0.8809800981721256,301.0452569293247,4.206268945433025e-06,0.024424983299981398,0.18396493891805488,0.8828871048068889,0.051843528400393586
connectivity,75.0,0.7,5.0,6.6653864071003674,1450.0,0.8830085889595136,313.26890155213556,3.6837582913747322e-06,0.023592713892239506,0.1779662782421113,0.884020443407894,0.04891369932232037
connectivity,75.0,0.7,5.0,6.817224556121019,1450.0,0.8849258125847512,325.98887516344746,3.234790616512654e-06,0.022744028774742128,0.17244422019955435,0.8852094462007198,0.04636407053957357
connectivity,75.0,0.7,5.0,6.981236155408057,1450.0,0.8867459724075402,339.22533071047286,2.8473748654144687e-06,0.021887329331696848,0.16733667371782562,0.8864428872397709,0.04413063219084064
connectivity,75.0,0.7,5.0,7.158696956921298,1450.0,0.8884809107404226,352.9992394308942,2.511757735163934e-06,0.021029556205395337,0.16259105878441302,0.8877111470487098,0.04216202003920823
connectivity,75.0,0.7,5.0,7.351003064060992,1450.0,0.8901405714245888,367.3324240787386,2.2199647173614706e-06,0.020176400275152013,0.15816272986601654,0.88900595058628,0.04041677454238139
connectivity,75.0,0.7,5.0,7.551003064060992,1450.0,0.8916699622559288,381.63641610265023,1.9751937049335127e-06,0.019365862394934492,0.15417857648861283,0.8902675380709242,0.03892446570603092
connectivity,75.0,0.7,5.0,7.751003064060992,1450.0,0.8930359168740798,395.3762206734756,1.7751410413322951e-06,0.01862554282645374,0.15069763837608505,0.8914473953246628,0.037682045705938284
connectivity,75.0,0.7,5.0,7.901003064060991,1450.0,0.8939708849383071,405.3401883612264,1.6478004598821518e-06,0.018111765604857166,0.14835582993305363,0.8922821442442513,0.0368776718605074
connectivity,75.0,0.7,5.0,8.101003064060992,1450.0,0.8951165244171226,418.2060531725572,1.5018914525536738e-06,0.017476293491147203,0.14553019357067518,0.8933332333221263,0.035940120654545056
connectivity,75.0,0.7,5.0,8.30100306406099,1450.0,0.896163310277169,430.6284241151697,1.377883650166596e-06,0.016891576265131623,0.1429893078077281,0.8943191231238921,0.03512732355891095
connectivity,75.0,0.7,5.0,8.501003064060992,1450.0,0.8971257418232512,442.64226238538487,1.2713457560020913e-06,0.016351910801810157,0.14068654860087862,0.8952455350331177,0.03441502149391168
connectivity,75.0,0.7,5.0,8.701003064060991,1450.0,0.8980154457829053,454.27862199932025,1.1789442433433007e-06,0.015852317289876166,0.13858533852510585,0.8961177290190906,0.033784913365445875
connectivity,75.0,0.7,5.0,8.901003064060992,1450.0,0.8988418742498789,465.5651509775577,1.0981273723571225e-06,0.015388463712142138,0.13665653791733748,0.8969404754573003,0.03322292890749289
connectivity,75.0,0.7,5.0,9.101003064060992,1450.0,0.899612805323742,476.5265357367921,1.026911470707157e-06,0.014956584427480346,0.13487661433159326,0.8977180686920775,0.03271806929029544
connectivity,75.0,0.7,5.0,9.30100306406099,1450.0,0.9003347092330061,487.1848876231073,9.637330902926109e-07,0.014553402852522577,0.13322633141560541,0.8984543599476991,0.03226160933293296
connectivity,75.0,0.7,5.0,9.501003064060992,1450.0,0.9010130207384169,497.560075815185,9.073446592251754e-07,0.014176062117906058,0.1316897923856118,0.8991527977309199,0.03184653634272211
connectivity,75.0,0.7,5.0,9.701003064060991,1450.0,0.9016523449623581,507.6700127104311,8.567394926504992e-07,0.013822064678801945,0.13025373055781364,0.8998164695496412,0.03146714758110266
connectivity,75.0,0.7,5.0,9.901003064060992,1450.0,0.9022566150963494,517.5308981984231,8.110970179766716e-07,0.01348922055123937,0.128906975201052,0.9004481418605561,0.031118756391077147
connectivity,75.0,0.7,5.0,10.101003064060992,1450.0,0.9028292147723384,527.1574288169412,7.697421705762036e-07,0.013175603316130397,0.12764004389284506,0.9010502968378029,0.03079747422238702
connectivity,75.0,0.7,5.0,10.30100306406099,1450.0,0.9033730741127247,536.5629771124477,7.321148865987807e-07,0.012879512879075227,0.12644482754756112,0.9016251654588783,0.03050004661123406
connectivity,75.0,0.7,5.0,10.501003064060992,1450.0,0.9038907459168029,545.759745797482,6.977468984260378e-07,0.012599443994079359,0.12531434427934648,0.9021747568788353,0.030223728133949378
connectivity,75.0,0.7,5.0,10.701003064060991,1450.0,0.90438446667687,554.758900606076,6.662438842853624e-07,0.01233405965238666,0.12424254504711452,0.9027008843000595,0.02996618592728715
connectivity,75.0,0.7,5.0,10.901003064060992,1450.0,0.9048562058804688,563.5706851321544,6.372715930197093e-07,0.012082168554177035,0.12322415871109975,0.9032051876495033,0.029725424428813558
connectivity,75.0,0.7,5.0,11.101003064060992,1450.0,0.9053077061756583,572.2045204045204,6.105449545649293e-07,0.011842705997489412,0.12225456741092507,0.9036891534082361,0.029499726074960122
connectivity,75.0,0.7,5.0,11.30100306406099,1450.0,0.9057405163422544,580.669091502249,5.858194571374313e-07,0.011614717625269643,0.12132970550574813,0.9041541319335598,0.02928760413600117
connectivity,75.0,0.7,5.0,11.501003064060992,1450.0,0.9061560185493782,588.9724231376433,5.628842624877833e-07,0.011397345564382473,0.12044597699438774,0.9046013525908342,0.029087764879175835
connectivity,75.0,0.7,5.0,11.701003064060991,1450.0,0.9065554510381931,597.1219458203692,5.415566662662917e-07,0.011189816569427849,0.11960018755506653,0.9050319369812272,0.0288990769711478
connectivity,75.0,0.7,5.0,11.901003064060992,1450.0,0.9069399271139774,605.1245539561648,5.216776084218619e-07,0.01099143185033855,0.11878948824427386,0.9054469105186999,0.0287205465496722
connectivity,75.0,0.7,5.0,12.101003064060992,1450.0,0.9073104511397349,612.9866570177862,5.031080099377033e-07,0.010801558317608699,0.11801132856401843,0.9058472125776439,0.0285512967724141
connectivity,75.0,0.7,5.0,12.30100306406099,1450.0,0.9076679320775751,620.7142247469467,4.85725764806413e-07,0.01061962102429888,0.11726341711009339,0.9062337054032417,0.02839055092941375
connectivity,75.0,0.7,5.0,12.501003064060992,1450.0,0.9080131950121128,628.3128271974693,4.6942325528179524e-07,0.010445096621259569,0.11654368839574429,0.9066071819503286,0.028237618413028805
connectivity,75.0,0.7,5.0,12.701003064060991,1450.0,0.9083469910035162,635.7876703063299,4.541052878275153e-07,0.010277507672695174,0.11585027473719797,0.9069683727934548,0.02809188299500718
connectivity,75.0,0.7,20.0,0.0,25.0,0.7,75.00000000000001,4.4118785341410454e-119,5.014249802168459e-111,0.3515925751492917,4.2739245571456e-17,4.411878534141045e-89
connectivity,75.0,0.7,20.0,0.0066666666666666905,33.00000000000003,0.7,75.00000000000001,3.106408301246583e-115,2.2249519381894285e-107,0.35159257514828757,9.120682222381738e-17,3.106408301246583e-85
connectivity,75.0,0.7,20.0,0.013333333333333452,41.00000000000014,0.7,75.00000000000001,1.3783119353563837e-111,6.369451257402324e-104,0.35159257514700454,1.8728723533056774e-16,1.3783119353563837e-81
connectivity,75.0,0.7,20.0,0.020000000000000212,49.000000000000256,0.7,75.00000000000001,3.9892840722059306e-108,1.2156085910157116e-100,0.3515925751453683,3.7115777013643113e-16,3.9892840722059305e-78
connectivity,75.0,0.7,20.0,0.026666666666666974,57.00000000000037,0.6999999999999998,75.00000000000001,7.770537079339992e-105,1.5931582968985673e-97,0.3515925751432857,7.118314740478064e-16,7.770537079339991e-75
connectivity,75.0,0.7,20.0,0.033333333333333735,65.00000000000048,0.7,75.00000000000001,1.0478125929481413e-101,1.4727984927802637e-94,0.3515925751406401,1.3246648413083499e-15,1.0478125929481413e-71
connectivity,75.0,0.7,20.0,0.0400000000000005,73.0000000000006,0.7,75.00000000000001,1.0035209821336059e-98,9.840477460759617e-92,0.35159257513728626,2.398122208161778e-15,1.0035209821336058e-68
connectivity,75.0,0.7,20.0,0.04666666666666726,81.00000000000071,0.6999999999999997,75.00000000000001,6.98726665434952e-96,4.858381945668877e-89,0.3515925751330429,4.234825718291748e-15,6.987266654349519e-66
connectivity,75.0,0.7,20.0,0.05333333333333402,89.00000000000082,0.6999999999999997,75.00000000000001,3.612925808074102e-93,1.8085664347977788e-86,0.3515925751276845,7.315808677138064e-15,3.612925808074102e-63
connectivity,75.0,0.7,20.0,0.06000000000000078,97.00000000000094,0.6999999999999998,75.00000000000001,1.41454344705824e-90,5.170726625047989e-84,0.3515925751209314,1.240493866687381e-14,1.41454344705824e-60
connectivity,75.0,0.7,20.0,0.06833333333333423,107.00000000000108,0.6999999999999998,75.00000000000001,1.7115753922425675e-87,4.30266682303403e-81,0.35159257510999403,2.3523869892425655e-14,1.7115753922425674e-57
connectivity,75.0,0.7,20.0,0.07500000000000093,115.00000000000111,0.7,75.00000000000001,3.816161890512901e-85,7.209843023788964e-79,0.35159257509871156,3.88494917542742e-14,3.8161618905129e-55
connectivity,75.0,0.7,20.0,0.08166666666666741,123.00000000000088,0.7,75.00000000000001,6.790703678365416e-83,9.753965699141994e-77,0.3515925750845833,6.396932121010634e-14,6.790703678365416e-53
connectivity,75.0,0.7,20.0,0.08833333333333389,131.00000000000065,0.7,75.00000000000001,9.775234147310429e-81,1.0791297055868577e-74,0.3515925750669273,1.0567908407493478e-13,9.775234147310428e-51
connectivity,75.0,0.7,20.0,0.09500000000000036,139.00000000000043,0.7,75.00000000000001,1.1525919634268274e-78,9.879622089248491e-73,0.35159257504490526,1.7624197688902555e-13,1.1525919634268274e-48
connectivity,75.0,0.7,20.0,0.10166666666666684,147.0000000000002,0.7,75.00000000000001,1.1260547235820663e-76,7.567061572976251e-71,0.3515925750174924,2.9820891164284174e-13,1.1260547235820663e-46
connectivity,75.0,0.7,20.0,0.10833333333333332,154.99999999999997,0.7,75.00000000000001,9.21307696912502e-75,4.898078428235082e-69,0.3515925749834359,5.13411966032685e-13,9.213076969125019e-45
connectivity,75.0,0.7,20.0,0.1149999999999998,162.99999999999974,0.7,75.00000000000001,6.375255656815987e-73,2.7046111714956896e-67,0.3515925749412094,8.994204701824344e-13,6.375255656815987e-43
connectivity,75.0,0.7,20.0,0.12166666666666627,170.99999999999952,0.7,75.00000000000001,3.765440576202802e-71,1.2851106401664648e-65,0.3515925748889561,1.5990164899181355e-12,3.7654405762028016e-41
connectivity,75.0,0.7,20.0,0.12833333333333274,178.9999999999993,0.7,75.00000000000001,1.9144999386463083e-69,5.297140569228496e-64,0.35159257482442274,2.871843061296431e-12,1.914499938646308e-39
connectivity,75.0,0.7,20.0,0.13666666666666585,188.999999999999,0.7000000000000001,75.00000000000001,2.130857809655295e-67,4.5820030294714985e-62,0.3515925747222778,6.008181973897395e-12,2.1308578096552948e-37
connectivity,75.0,0.7,20.0,0.1433333333333323,196.99999999999878,0.7000000000000001,75.00000000000001,7.953987349110905e-66,1.4088078742023684e-60,0.35159257461926163,1.0831776952106381e-11,7.953987349110904e-36
