model_style,G0_nm,rho0,heating_rate_C_min,t_h,T_C,rho,G_nm,rho_dot,dGdt_nm_s,connected_coverage,activity,E_G
connectivity,75.0,0.7,20.0,0.14999999999999905,204.99999999999886,0.7,75.00000000000001,2.6174837163537603e-64,3.8435834066928676e-59,0.35159257449284964,1.9419543741076788e-11,2.61748371635376e-34
connectivity,75.0,0.7,20.0,0.1566666666666661,212.99999999999932,0.7,75.00000000000001,7.641806686174096e-63,9.36082692009795e-58,0.3515925743380347,3.451456158558044e-11,7.641806686174096e-33
connectivity,75.0,0.7,20.0,0.16333333333333314,220.99999999999977,0.7,75.00000000000001,1.991075168146346e-61,2.046548375839256e-56,0.35159257414880896,6.067788711797924e-11,1.991075168146346e-31
connectivity,75.0,0.7,20.0,0.17000000000000018,229.00000000000023,0.7,75.00000000000001,4.6554518724563527e-60,4.037764431449874e-55,0.3515925739179804,1.0536434442881838e-10,4.655451872456352e-30
connectivity,75.0,0.7,20.0,0.17666666666666722,237.00000000000068,0.7,75.00000000000001,9.819082192578091e-59,7.224524860328982e-54,0.35159257363695773,1.8055757091157589e-10,9.819082192578091e-29
connectivity,75.0,0.7,20.0,0.1833333333333343,245.00000000000114,0.7,75.00000000000001,1.8772755040000933e-57,1.1776957209587002e-52,0.35159257329550136,3.052149834772351e-10,1.877275504000093e-27
connectivity,75.0,0.7,20.0,0.19000000000000133,253.0000000000016,0.7,75.00000000000001,3.2682695446320616e-56,1.7566957336670843e-51,0.3515925728814335,5.088676714439522e-10,3.2682695446320615e-26
connectivity,75.0,0.7,20.0,0.19666666666666838,261.00000000000205,0.7,75.00000000000001,5.203627865582999e-55,2.4075256428838276e-50,0.3515925723803041,8.368431122151032e-10,5.2036278655829985e-25
connectivity,75.0,0.7,20.0,0.20500000000000218,271.0000000000026,0.7,75.00000000000001,1.4685606241146524e-53,5.668381967827191e-49,0.351592571605109,1.5291717448601416e-09,1.4685606241146523e-23
connectivity,75.0,0.7,20.0,0.21166666666666922,279.00000000000307,0.7,75.00000000000001,1.9401759316391634e-52,6.508862605532033e-48,0.35159257084076206,2.440512992427185e-09,1.9401759316391632e-22
connectivity,75.0,0.7,20.0,0.21833333333333627,287.0000000000035,0.7,75.00000000000001,2.3731895583456146e-51,6.94760406229998e-47,0.3515925699216229,3.845630176039339e-09,2.3731895583456142e-21
connectivity,75.0,0.7,20.0,0.2250000000000033,295.000000000004,0.7,75.00000000000001,2.6965930302435235e-50,6.9155255779753976e-46,0.35159256881852413,5.985330880588282e-09,2.6965930302435234e-20
connectivity,75.0,0.7,20.0,0.23166666666667035,303.00000000000443,0.7,75.00000000000001,2.855348472224676e-49,6.438360497622594e-45,0.3515925674972596,9.204951217261739e-09,2.8553484722246756e-19
connectivity,75.0,0.7,20.0,0.2383333333333374,311.0000000000049,0.7,75.00000000000001,2.825905470098509e-48,5.622299223028029e-44,0.351592565917804,1.399417258950802e-08,2.8259054700985068e-18
connectivity,75.0,0.7,20.0,0.24500000000000446,319.00000000000534,0.6999999999999998,75.00000000000001,2.6214107885874845e-47,4.617462811421655e-43,0.35159256403342926,2.1039888862436022e-08,2.621410788587468e-17
connectivity,75.0,0.7,20.0,0.2516666666666715,327.0000000000058,0.7,75.00000000000001,2.285337480545708e-46,3.575558634073527e-42,0.35159256178970505,3.129569599253812e-08,2.285337480545599e-16
connectivity,75.0,0.7,20.0,0.2583333333333385,335.00000000000625,0.7,75.00000000000001,1.8771600321476397e-45,2.6168439660310825e-41,0.3515925591233751,4.607235156026162e-08,1.8771600321469847e-15
connectivity,75.0,0.7,20.0,0.26500000000000556,343.0000000000067,0.7,75.00000000000001,1.4562261365825444e-44,1.8142345413171295e-40,0.3515925559610933,6.715444646210701e-08,1.4562261365790217e-14
connectivity,75.0,0.7,20.0,0.2733333333333394,353.0000000000073,0.7,75.00000000000001,1.7457412233573104e-43,1.8975319999739687e-39,0.35159255118032423,1.0611602645523997e-07,1.7457412233131422e-13
connectivity,75.0,0.7,20.0,0.28000000000000647,361.00000000000773,0.7,75.00000000000001,1.200575214628609e-42,1.173666157511864e-38,0.3515925465718253,1.514469670670282e-07,1.2005752144407323e-12
connectivity,75.0,0.7,20.0,0.2866666666666735,369.0000000000082,0.7,75.00000000000001,7.852479291132193e-42,6.922451679496902e-38,0.35159254114109173,2.14244475809957e-07,7.852479283884404e-12
connectivity,75.0,0.7,20.0,0.2933333333333397,377.0000000000076,0.7,75.00000000000001,4.894048371088919e-41,3.900578769798531e-37,0.35159253475404983,3.0051490621635243e-07,4.8940483456360903e-11
connectivity,75.0,0.7,20.0,0.3000000000000056,385.0000000000067,0.7,75.00000000000001,2.9118513723964637e-40,2.103329161126357e-36,0.3515925272571231,4.1808216793195173e-07,2.9118512907353737e-10
connectivity,75.0,0.7,20.0,0.30666666666667153,393.0000000000058,0.7000000000000001,75.00000000000001,1.6567877836964827e-39,1.0872102402608842e-35,0.3515925184748078,5.770622104201522e-07,1.656787543526298e-09
connectivity,75.0,0.7,20.0,0.31333333333333746,401.0000000000049,0.7000000000000001,75.00000000000001,9.029892834119101e-39,5.395514162265464e-35,0.3515925082070174,7.904411802238432e-07,9.029886338001818e-09
connectivity,75.0,0.7,20.0,0.32000000000000334,409.000000000004,0.7,75.00000000000001,4.7217588459971e-38,2.5746484776853354e-34,0.3515924962261791,1.0747752477260224e-06,4.721742636893776e-08
connectivity,75.0,0.7,20.0,0.32666666666666927,417.00000000000307,0.7,75.00000000000001,2.3723900111720267e-37,1.1830180887298661e-33,0.3515924822740775,1.4510323180437714e-06,2.372352590691658e-07
connectivity,75.0,0.7,20.0,0.33333333333333515,425.00000000000216,0.7,75.00000000000001,1.1469777179431495e-36,5.241398461994418e-33,0.3515924660584315,1.9455981881323487e-06,1.1468975666479241e-06
connectivity,75.0,0.7,20.0,0.34166666666666756,435.000000000001,0.7000000000000001,75.00000000000001,7.805848083463997e-36,3.207265063349584e-32,0.3515924420990525,2.7811912918997536e-06,7.802511453811703e-06
connectivity,75.0,0.7,20.0,0.34833333333333344,443.0000000000001,0.7000000000000001,75.00000000000001,3.477976808656743e-35,1.3153333921054662e-31,0.3515924195197378,3.6749873549128974e-06,3.471887888558786e-05
connectivity,75.0,0.7,20.0,0.35499999999999937,450.9999999999992,0.7000000000000001,75.00000000000001,1.4974940957269164e-34,5.222416963134274e-31,0.35159239344515214,4.8262409481197005e-06,0.0001487138817080441
connectivity,75.0,0.7,20.0,0.3616666666666653,458.9999999999983,0.7,75.00000000000001,6.238079116162863e-34,2.0097012782105273e-30,0.3515923633936503,6.300536298433298e-06,0.000607528565812775
connectivity,75.0,0.7,20.0,0.3683333333333312,466.9999999999974,0.7,75.00000000000001,2.5169647922926398e-33,7.503850125167e-30,0.35159232882702174,8.177958246280015e-06,0.0022880430323622535
connectivity,75.0,0.7,20.0,0.3749999999999971,474.9999999999965,0.7,75.00000000000001,9.84727307948074e-33,2.7213090162316954e-29,0.35159228914535573,1.0555797915885177e-05,0.007225546941083835
connectivity,75.0,0.7,20.0,0.381666666666663,482.99999999999557,0.7,75.00000000000001,3.739551256879111e-32,9.594935654523979e-29,0.351592243681659,1.3551664845682473e-05,0.016406399528723064
connectivity,75.0,0.7,20.0,0.3883333333333289,490.99999999999466,0.7,75.00000000000001,1.379814838869797e-31,3.2922153386225324e-28,0.3515921916962438,1.7307050223061003e-05,0.025601335962101363
connectivity,75.0,0.7,20.0,0.3949999999999948,498.99999999999375,0.7,75.00000000000001,4.951481081614501e-31,1.1002991931042327e-27,0.35159213237091813,2.1991388493496355e-05,0.03159715273352979
connectivity,75.0,0.7,20.0,0.40166666666666073,506.99999999999284,0.7,75.00000000000001,1.7296592860060774e-30,3.584990611945265e-27,0.3515920648030054,2.7806667123161734e-05,0.0354439287431691
connectivity,75.0,0.7,20.0,0.4099999999999931,516.9999999999917,0.7,75.00000000000001,7.964073941069753e-30,1.5161025532496023e-26,0.3515919672296679,3.703545844682782e-05,0.03920350122190814
connectivity,75.0,0.7,20.0,0.416666666666659,524.9999999999908,0.7,75.00000000000001,2.626841751820631e-29,4.679060888522045e-26,0.3515918773362638,4.633902019865779e-05,0.042037890059010305
connectivity,75.0,0.7,20.0,0.42333333333332496,532.9999999999899,0.7000000000000001,75.00000000000001,8.457265076117099e-29,1.4114675662942458e-25,0.3515917756088267,5.772231490673678e-05,0.0449148131171612
connectivity,75.0,0.7,20.0,0.42999999999999083,540.999999999989,0.7000000000000001,75.00000000000001,2.6598557088227482e-28,4.164697010429965e-25,0.35159166071688813,7.159210107412894e-05,0.04789142141580491
connectivity,75.0,0.7,20.0,0.43666666666665677,548.9999999999881,0.7000000000000001,75.00000000000001,8.177865236713444e-28,1.202824004939257e-24,0.35159153121324305,8.842303549468413e-05,0.05098847785516959
connectivity,75.0,0.7,20.0,0.44333333333332264,556.9999999999872,0.7000000000000001,75.00000000000001,2.4597147985270623e-27,3.402679532518206e-24,0.3515913855281303,0.00010876696424949038,0.05421449244327549
connectivity,75.0,0.7,20.0,0.4499999999999886,564.9999999999862,0.7,75.00000000000001,7.242522217417067e-27,9.434594413251103e-24,0.3515912219637121,0.0001332631770828014,0.057573736027609464
connectivity,75.0,0.7,20.0,0.45666666666665445,572.9999999999853,0.7,75.00000000000001,2.089013484920327e-26,2.5655526797879975e-23,0.35159103868895186,0.00016264968540890623,0.06106892857292918
connectivity,75.0,0.7,20.0,0.4633333333333204,580.9999999999844,0.7000000000000001,75.00000000000001,5.906282937414534e-26,6.846305975129748e-23,0.35159083373499983,0.00019777558333033683,0.06470215275932792
connectivity,75.0,0.7,20.0,0.4699999999999863,588.9999999999835,0.7000000000000002,75.00000000000001,1.6378489147080395e-25,1.793914856623884e-22,0.3515906049911979,0.00023961454945417947,0.06847516580464066
connectivity,75.0,0.7,20.0,0.4783333333333187,598.9999999999824,0.7,75.00000000000001,5.708602362400662e-25,5.8338083461402985e-22,0.35159028215650484,0.00030306357526008957,0.07339033042121905
connectivity,75.0,0.7,20.0,0.4849999999999846,606.9999999999815,0.7,75.00000000000001,1.5187206701308081e-24,1.4700485073244555e-21,0.3515899914132897,0.0003643143126916814,0.07748318771867009
connectivity,75.0,0.7,20.0,0.4916666666666505,614.9999999999806,0.7,75.00000000000001,3.9701619167776745e-24,3.643682127605197e-21,0.35158966900803224,0.00043648919031300833,0.08172011915458177
connectivity,75.0,0.7,20.0,0.4983333333333164,622.9999999999797,0.7,75.00000000000001,1.0203446436542219e-23,8.88781067387705e-21,0.35158931220250284,0.0005212707440675142,0.08610202268734793
connectivity,75.0,0.7,20.0,0.5049999999999824,630.9999999999787,0.7,75.00000000000001,2.57935988012527e-23,2.1345348586063068e-20,0.3515889181109036,0.0006205577174760835,0.09062957653265184
connectivity,75.0,0.7,20.0,0.5116666666666482,638.9999999999778,0.7,75.00000000000001,6.416727849091998e-23,5.049720104837419e-20,0.3515884837026942,0.0007364867646120247,0.09530322037177945
connectivity,75.0,0.7,20.0,0.5183333333333141,646.9999999999769,0.7,75.00000000000001,1.571645947636069e-22,1.1772848229274484e-19,0.3515880058070038,0.0008714555692910451,0.1001231339282091
connectivity,75.0,0.7,20.0,0.52499999999998,654.999999999976,0.7,75.00000000000001,3.7916729374916976e-22,2.7060386338270387e-19,0.351587481118772,0.0010281473800660202,0.10508921294700066
connectivity,75.0,0.7,20.0,0.531666666666646,662.9999999999751,0.7,75.00000000000001,9.014275961060846e-22,6.134884769828333e-19,0.3515869062067402,0.0012095569451007328,0.11020104245834604
connectivity,75.0,0.7,20.0,0.5383333333333119,670.9999999999742,0.6999999999999998,75.00000000000001,2.1126951791491365e-21,1.3723806124114922e-18,0.3515862775234188,0.0014190178127742583,0.11545786715035282
connectivity,75.0,0.7,20.0,0.5466666666666442,680.999999999973,0.6999999999999998,75.00000000000001,6.0086422417145385e-21,3.686855382672247e-18,0.3515854104815152,0.0017259666086663849,0.12223104009921637
connectivity,75.0,0.7,20.0,0.5533333333333101,688.9999999999721,0.7,75.00000000000001,1.365776246054957e-20,8.014532366168375e-18,0.3515846473259039,0.002012682663073096,0.127809351529433
connectivity,75.0,0.7,20.0,0.5599999999999761,696.9999999999712,0.6999999999999997,75.00000000000001,3.064349962277232e-20,1.7211912078233312e-17,0.35158381822759893,0.0023409778583339323,0.13352743502590628
connectivity,75.0,0.7,20.0,0.566666666666642,704.9999999999703,0.6999999999999997,75.00000000000001,6.789059890795719e-20,3.6531043890299715e-17,0.3515829193065091,0.002715958910246538,0.13938268321531289
connectivity,75.0,0.7,20.0,0.573333333333309,712.9999999999709,0.6999999999999998,75.00000000000001,1.485747022514707e-19,7.665236362489789e-17,0.35158194665480624,0.0031432337273864896,0.14537193821417854
connectivity,75.0,0.7,20.0,0.5799999999999773,720.9999999999727,0.6999999999999998,75.00000000000001,3.212849086162714e-19,1.5906092202178537e-16,0.35158089636110834,0.0036289448460229408,0.15149144013454605
connectivity,75.0,0.7,20.0,0.5866666666666455,728.9999999999745,0.6999999999999997,75.00000000000001,6.867319732319249e-19,3.265243570796639e-16,0.3515797645370353,0.004179803105494881,0.15773677177723258
connectivity,75.0,0.7,20.0,0.5933333333333136,736.9999999999764,0.6999999999999997,75.00000000000001,1.4513497855346617e-18,6.63311254872682e-16,0.3515785473460892,0.00480312122988041,0.16410279957631743
connectivity,75.0,0.7,20.0,0.5999999999999818,744.9999999999782,0.6999999999999997,75.00000000000003,3.0337270531028842e-18,1.333829948399497e-15,0.3515772410347829,0.005506846921775513,0.17058361094360133
connectivity,75.0,0.7,20.0,0.60666666666665,752.99999999998,0.6999999999999997,75.00000000000007,6.2737564609734596e-18,2.6557838940911258e-15,0.35157584196590197,0.0062995950080863535,0.1771724482627846
connectivity,75.0,0.7,20.0,0.6149999999999852,762.9999999999823,0.7000000000000002,75.00000000000018,1.533237853535306e-17,6.19745030018843e-15,0.35157395739663483,0.007429973827408976,0.18554862636276495
connectivity,75.0,0.7,20.0,0.6216666666666534,770.9999999999841,0.7000000000000006,75.00000000000038,3.0983688978892806e-17,1.2080920315565244e-14,0.35157233716957853,0.008458180636506385,0.1923509643899371
connectivity,75.0,0.7,20.0,0.6283333333333215,778.9999999999859,0.7000000000000015,75.00000000000075,6.199931723869407e-17,2.3339287398078707e-14,0.3515706136048804,0.009608370599115297,0.19923268065523164
connectivity,75.0,0.7,20.0,0.6349999999999898,786.9999999999877,0.7000000000000035,75.00000000000148,1.2287969852391246e-16,4.469812673880579e-14,0.35156878397291014,0.01089230584308605,0.20618263139185472
connectivity,75.0,0.7,20.0,0.641666666666658,794.9999999999895,0.7000000000000073,75.00000000000287,2.4127823443078023e-16,8.488202723160239e-14,0.351566845862512,0.012322544362942525,0.21318844721903543
connectivity,75.0,0.7,20.0,0.6483333333333261,802.9999999999914,0.7000000000000148,75.00000000000549,4.694641418738363e-16,1.5987275908915713e-13,0.35156479722278144,0.013912450943284463,0.22023646080258508
connectivity,75.0,0.7,20.0,0.6549999999999944,810.9999999999932,0.7000000000000297,75.00000000001042,9.053796006954051e-16,2.9872412488048166e-13,0.3515626364050817,0.015676201375845474,0.22731163771701637
connectivity,75.0,0.7,20.0,0.6616666666666625,818.999999999995,0.7000000000000579,75.00000000001958,1.7309997711754708e-15,5.538667264946758e-13,0.3515603622049089,0.01762877881651834,0.23439751230378733
connectivity,75.0,0.7,20.0,0.6683333333333307,826.9999999999968,0.7000000000001115,75.00000000003655,3.281645879705572e-15,1.0192454235029088e-12,0.3515579739031944,0.019785961052639398,0.24147613057919745
connectivity,75.0,0.7,20.0,0.6749999999999988,834.9999999999986,0.700000000000213,75.00000000006769,6.1702330159918746e-15,1.8620335396101906e-12,0.35155547130663406,0.02216429738745885,0.2485280025067039
connectivity,75.0,0.7,20.0,0.6833333333333341,845.0000000000009,0.700000000000472,75.00000000014461,1.3432256422037148e-14,3.915759763184462e-12,0.3515521829564091,0.025474616277901256,0.25727299236443774
connectivity,75.0,0.7,20.0,0.6900000000000023,853.0000000000027,0.7000000000008841,75.00000000026338,2.4807974056769462e-14,7.0427779471748454e-12,0.3515494254746526,0.02841479477185969,0.2641852502265257
connectivity,75.0,0.7,20.0,0.6966666666666704,861.0000000000045,0.7000000000016426,75.0000000004764,4.546796957764433e-14,1.2583549697042919e-11,0.3515465571587974,0.03163472861047397,0.27099648353964423
connectivity,75.0,0.7,20.0,0.7033333333333386,869.0000000000064,0.7000000000030284,75.00000000085598,8.271091362235501e-14,2.2339772180131566e-11,0.3515435804606076,0.035153690162370584,0.2776804737187294
connectivity,75.0,0.7,20.0,0.7100000000000068,877.0000000000082,0.7000000000055414,75.00000000152808,1.4935857545463192e-13,3.941421359741101e-11,0.3515404985382606,0.03899137850403394,0.28420948020795833
connectivity,75.0,0.7,20.0,0.716666666666675,885.00000000001,0.7000000000100657,75.00000000271085,2.677752876729472e-13,6.912011069134719e-11,0.35153731528275856,0.04316780167074564,0.2905543173372124
connectivity,75.0,0.7,20.0,0.7233333333333432,893.0000000000118,0.7000000000181527,75.00000000477993,4.766967718208701e-13,1.2050600006323596e-10,0.3515340353415763,0.04770313981462969,0.2966844627660258
