material_id,peak_T_C,hold_h,fast_rate_C_min,attained,max_ratio,median_ratio,span_ge_1p2,span_ge_1p5,span_ge_2p0,integrated_separation,effect_rho_min,effect_rho_max,meaningful,extreme_warning,promotion_blocked,rejection_reason,Q_GB_diffusion,D_GB_prefactor,Q_surface_diffusion,D_surface_prefactor,Q_disconnection_nucleation,v_star,nu0_nucleation,Q_exchange,tau_exchange_prefactor,Q_transport,tau_transport_prefactor,stress_concentration,gamma_s,gamma_GB,zeta_eta_ratio,event_strain,pore_radius0,pore_ln_sigma,G0,rho0,PR_prefactor,PR_partition,activity_form,ablation_mode
E0227,1450,8,20,True,1.0000000064507644,1.0000000062284726,0.0,0.0,0.0,1.0508796722415722e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,700000.0,0.0002,600000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0228,1450,8,20,True,0.9999994542812244,0.9999991007649475,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,400000.0,0.0002,500000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0229,1450,8,20,True,1.0000000112064817,1.0000000111787228,0.0,0.0,0.0,1.877935495027171e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,625000.0,0.0002,400000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,2e-06,isolation,serial_fraction,full_material_model
E0233,1450,8,20,True,1.0000000033137089,1.0000000032668934,0.0,0.0,0.0,5.53840557623595e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,550000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,2e-05,smoothing,serial_fraction,full_material_model
E0236,1550,8,20,True,1.0,0.9999640749123013,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,700000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,0.002,smoothing,serial_fraction,full_material_model
E0237,1450,8,20,True,1.0000000353641931,1.0000000323477924,0.0,0.0,0.0,5.176209835027169e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,400000.0,0.0002,350000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.0002,balanced,serial_fraction,full_material_model
E0239,1550,8,20,True,1.0455270713233713,1.0331886578811307,0.0,0.0,0.0,0.005592179518002524,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,400000.0,0.0002,550000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,2e-06,large_pore_tail,serial_fraction,full_material_model
E0240,1450,8,20,True,1.0000000014934392,0.9999999730591452,0.0,0.0,0.0,8.173945960124637e-12,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-06,balanced,serial_fraction,full_material_model
E0241,1550,20,20,True,0.999999919035133,0.9999999190311504,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,325000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0243,1450,8,20,True,0.9999366896079255,0.9999328932624221,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,250000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,2e-05,isolation,serial_fraction,full_material_model
E0244,1450,8,20,True,0.9999999025789778,0.9999994662535028,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,475000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,2e-05,smoothing,serial_fraction,full_material_model
E0245,1450,8,20,True,1.0000000006694876,1.0000000006624654,0.0,0.0,0.0,1.1112546923449239e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,250000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,2e-06,large_pore_tail,serial_fraction,full_material_model
E0247,1450,8,20,True,1.0067476264439292,1.0060017780080976,0.0,0.0,0.0,0.0009685017414060438,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,700000.0,0.0002,500000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,0.0002,smoothing,serial_fraction,full_material_model
E0248,1450,8,20,True,0.9999991298094966,0.999997116341351,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,0.0002,balanced,serial_fraction,full_material_model
E0251,1550,20,20,True,1.0000432898513303,1.0000123664784872,0.0,0.0,0.0,2.6069013631355477e-06,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,550000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.002,balanced,serial_fraction,full_material_model
E0252,1450,20,20,True,0.9992783835558657,0.9992110926055576,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,325000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0255,1450,8,20,True,1.0004638723697594,1.0002180322235614,0.0,0.0,0.0,3.9727142200033555e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,1.5000000000000002e-07,0.7,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0256,1450,8,20,True,1.0000000065128956,1.000000005934709,0.0,0.0,0.0,9.541676077271746e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,700000.0,0.0002,350000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,2e-06,large_pore_tail,serial_fraction,full_material_model
E0258,1450,8,20,True,1.0000000164164438,1.0000000137603824,0.0,0.0,0.0,2.2964144976832914e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,625000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,0.0002,smoothing,serial_fraction,full_material_model
E0259,1450,8,20,True,1.010300057383971,1.0100643631255992,0.0,0.0,0.0,0.0016695177878613887,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,400000.0,0.0002,450000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,2e-05,balanced,serial_fraction,full_material_model
E0260,1450,8,20,True,1.0000000007192902,1.0000000005758907,0.0,0.0,0.0,8.799947412641915e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,625000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-05,isolation,serial_fraction,full_material_model
E0261,1450,20,20,True,0.9999991935197173,0.9999991842743352,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,325000.0,0.0002,600000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0262,1450,20,20,True,0.9999999978919839,0.9999999978905214,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,550000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,0.002,balanced,serial_fraction,full_material_model
E0265,1450,8,20,True,1.0000000130218816,1.0000000129955984,0.0,0.0,0.0,2.1923902172890966e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,700000.0,0.0002,550000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,2e-05,balanced,serial_fraction,full_material_model
E0266,1450,8,20,True,1.0000000040231214,1.000000003986797,0.0,0.0,0.0,6.778080615476084e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,475000.0,0.0002,500000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0269,1550,20,20,True,1.0003547194149889,1.0003378279841921,0.0,0.0,0.0,5.7058469758147286e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,625000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.0002,smoothing,serial_fraction,full_material_model
E0270,1450,8,20,True,1.0000000040676131,1.0000000040273653,0.0,0.0,0.0,6.81690296398739e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,325000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0271,1450,8,20,True,0.9999931495043097,0.9999756391533977,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,550000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,1.0000000000000001e-07,0.7,2e-06,isolation,serial_fraction,full_material_model
E0275,1450,8,20,True,0.9999952260075048,0.999986898985683,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,475000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0277,1450,8,20,True,0.9999963093466865,0.9999934016082543,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,500000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0278,1450,20,20,True,0.9999979905441463,0.9999979894146378,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0281,1450,8,20,True,1.0,0.9999996894707036,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,325000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,2e-05,large_pore_tail,serial_fraction,full_material_model
E0282,1450,8,20,True,1.0000000008636836,1.0000000006819472,0.0,0.0,0.0,1.0561642634592888e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,550000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-06,isolation,serial_fraction,full_material_model
E0284,1550,8,20,True,1.1446241898437348,1.0720013441979879,0.0,0.0,0.0,0.012785676275696323,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,475000.0,0.0002,550000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,0.002,balanced,serial_fraction,full_material_model
E0285,1450,8,20,True,1.0,0.9999348454182152,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,700000.0,0.0002,450000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.0002,isolation,serial_fraction,full_material_model
E0286,1450,8,20,True,1.0000000126211883,1.0000000123484374,0.0,0.0,0.0,2.097305972275951e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,400000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0288,1550,20,20,True,1.0591603763717197,1.0271199102676436,0.0,0.0,0.0,0.005021153673585686,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,400000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0289,1550,20,20,True,1.000156408624757,1.0000810317881552,0.0,0.0,0.0,1.4740477836762677e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,625000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0290,1450,8,20,True,1.0000000015141235,0.9999999979993254,0.0,0.0,0.0,5.978507241141041e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,325000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,0.0002,balanced,serial_fraction,full_material_model
E0293,1450,8,20,True,0.9999953632307726,0.999990531714998,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,400000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,2e-06,isolation,serial_fraction,full_material_model
E0294,1550,8,20,True,1.0,0.9973972546639664,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,250000.0,0.0002,350000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,0.002,smoothing,serial_fraction,full_material_model
E0297,1450,8,20,True,0.9999995757878508,0.9999990529323038,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,400000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0300,1550,8,20,True,1.1818400913340303,1.0754257352767302,0.0,0.0,0.0,0.01407678980043233,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,550000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,smoothing,serial_fraction,full_material_model
E0301,1450,8,20,True,1.0,0.9884704307801159,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,325000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,7.500000000000001e-08,0.75,0.0002,balanced,serial_fraction,full_material_model
E0304,1450,8,20,True,1.0000000017797608,1.0000000015837682,0.0,0.0,0.0,2.6585773761470074e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,475000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,2e-06,isolation,serial_fraction,full_material_model
E0305,1550,20,20,True,1.0000568637294571,1.0000207113272221,0.0,0.0,0.0,4.1168025273893096e-06,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,700000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.002,GB_to_TJ,serial_fraction,full_material_model
E0306,1550,8,20,True,0.9992348944390944,0.9991508944562305,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,600000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,0.0002,large_pore_tail,serial_fraction,full_material_model
E0307,1450,8,20,True,0.9999999328004319,0.9999997317943603,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,2e-05,isolation,serial_fraction,full_material_model
E0308,1450,8,20,True,1.000000016309272,1.0000000161644893,0.0,0.0,0.0,2.719899489006837e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,400000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-05,smoothing,serial_fraction,full_material_model
E0309,1450,8,20,True,1.0000000144026904,1.0000000112051002,0.0,0.0,0.0,1.6537855440983848e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,625000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,2e-06,balanced,serial_fraction,full_material_model
E0311,1450,8,20,True,0.9999998142198426,0.9999998142196634,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,550000.0,0.0002,500000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.0002,smoothing,serial_fraction,full_material_model
E0312,1450,8,20,True,1.0000000017709232,1.0000000017377886,0.0,0.0,0.0,2.907549399856185e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,250000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,0.0002,balanced,serial_fraction,full_material_model
E0314,1550,20,20,True,1.0436288593724161,1.0141084369305933,0.0,0.0,0.0,0.002867063344934375,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,700000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-06,large_pore_tail,serial_fraction,full_material_model
E0315,1550,20,20,True,0.9999646253755146,0.9999645599857587,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,475000.0,0.0002,500000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.002,balanced,serial_fraction,full_material_model
E0316,1450,20,20,True,0.9999999805622075,0.9999999805469756,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,700000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction,full_material_model
E0318,1550,8,20,True,1.029999301746056,1.0229500018404485,0.0,0.0,0.0,0.0038886960316030436,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,625000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-05,isolation,serial_fraction,full_material_model
E0319,1450,8,20,True,1.0,0.9999993154516261,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,325000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,2e-06,smoothing,serial_fraction,full_material_model
E0320,1450,8,20,True,1.000000003289036,1.0000000032109746,0.0,0.0,0.0,5.455091289924108e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,550000.0,0.0002,350000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-06,large_pore_tail,serial_fraction,full_material_model
E0322,1550,8,20,True,1.1527558245307084,1.0895286860390685,0.0,0.0,0.0,0.015253426560860546,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,550000.0,0.0002,550000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,0.0002,smoothing,serial_fraction,full_material_model
E0323,1450,8,20,True,1.0000371902194298,0.9999993613102668,0.0,0.0,0.0,2.665875831160464e-07,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,250000.0,0.0002,450000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,2e-05,balanced,serial_fraction,full_material_model
E0324,1450,8,20,True,1.0000000287067101,1.0000000279934844,0.0,0.0,0.0,4.755883850255431e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,475000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0326,1550,8,20,True,1.000340055124184,1.0002527438866682,0.0,0.0,0.0,4.210944959729477e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,400000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,2.2500000000000002e-07,0.75,0.002,balanced,serial_fraction,full_material_model
E0327,1450,8,20,True,0.9999960561203607,0.9999769841851188,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,625000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0329,1550,8,20,True,0.9999999285936189,0.999999928593303,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,625000.0,0.0002,600000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,2e-05,isolation,serial_fraction,full_material_model
E0331,1550,20,20,True,0.9969044201357875,0.9958079501915594,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,550000.0,0.0002,400000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,5.0000000000000004e-08,0.65,0.002,large_pore_tail,serial_fraction,full_material_model
E0333,1550,20,20,True,0.999999990821706,0.9999999894156437,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,475000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.0002,smoothing,serial_fraction,full_material_model
E0335,1450,8,20,True,1.0000000064257033,1.000000006302058,0.0,0.0,0.0,1.057310004800531e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.95,1.0000000000000001e-07,0.75,2e-06,isolation,serial_fraction,full_material_model
